date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:21	118800/118800	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:20%20GMT	https://www.communitysafetyproject.org/documents/staff-vetting-process	./www.communitysafetyproject.org/documents/staff-vetting-process.html	(from https://www.communitysafetyproject.org/)
21:59:22	137177/137177	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:21%20GMT	https://www.communitysafetyproject.org/documents/banappeal-process	./www.communitysafetyproject.org/documents/banappeal-process.html	(from https://www.communitysafetyproject.org/)
21:59:23	107435/107435	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:22%20GMT	https://www.communitysafetyproject.org/documents/ban-degrees	./www.communitysafetyproject.org/documents/ban-degrees.html	(from https://www.communitysafetyproject.org/)
21:59:24	119704/119704	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:23%20GMT	https://www.communitysafetyproject.org/documents/point-of-escalation	./www.communitysafetyproject.org/documents/point-of-escalation.html	(from https://www.communitysafetyproject.org/)
21:59:25	122303/122303	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:24%20GMT	https://www.communitysafetyproject.org/documents/order-of-reporting	./www.communitysafetyproject.org/documents/order-of-reporting.html	(from https://www.communitysafetyproject.org/)
21:59:26	116510/116510	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:25%20GMT	https://www.communitysafetyproject.org/documents/implementation	./www.communitysafetyproject.org/documents/implementation.html	(from https://www.communitysafetyproject.org/)
21:59:27	106673/106673	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:26%20GMT	https://www.communitysafetyproject.org/documents/other-information	./www.communitysafetyproject.org/documents/other-information.html	(from https://www.communitysafetyproject.org/)
21:59:28	118096/118096	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:27%20GMT	https://www.communitysafetyproject.org/qa	./www.communitysafetyproject.org/qa.html	(from https://www.communitysafetyproject.org/)
21:59:29	106495/106495	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:28%20GMT	https://www.communitysafetyproject.org/dev-notes	./www.communitysafetyproject.org/dev-notes.html	(from https://www.communitysafetyproject.org/)
21:59:30	130207/130207	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:29%20GMT	https://www.communitysafetyproject.org/dev-notes/dev-notes-october-1st-2024	./www.communitysafetyproject.org/dev-notes/dev-notes-october-1st-2024.html	(from https://www.communitysafetyproject.org/)
21:59:30	100721/100721	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:30%20GMT	https://www.communitysafetyproject.org/about-us/POST	./www.communitysafetyproject.org/about-us/POST.1c.delayed	(from https://www.communitysafetyproject.org/about-us/services-we-provide)
21:59:31	101099/101099	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:31%20GMT	https://www.communitysafetyproject.org/about-us/%22https://forms.gle/7gwwyRKYaww12ff36%22	./www.communitysafetyproject.org/about-us/_https_/forms.gle/7gwwyRKYaww12ff36_.1d.delayed	(from https://www.communitysafetyproject.org/about-us/roadmap)
21:59:32	101134/101134	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:32%20GMT	https://www.communitysafetyproject.org/about-us/%22http://discord.gg/v6HYxvYR5S%22	./www.communitysafetyproject.org/about-us/_http_/discord.gg/v6HYxvYR5S_.1e.delayed	(from https://www.communitysafetyproject.org/about-us/roadmap)
21:59:33	100729/100729	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:33%20GMT	https://www.communitysafetyproject.org/contact-us/POST	./www.communitysafetyproject.org/contact-us/POST.1f.delayed	(from https://www.communitysafetyproject.org/contact-us/general)
21:59:34	101237/101237	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:34%20GMT	https://www.communitysafetyproject.org/contact-us/%22https://twitter.com/findCSRP?ref_src=twsrc%5Etfw%22>	./www.communitysafetyproject.org/contact-us/_https_/twitter.com/findCSRP.20175b.delayed	(from https://www.communitysafetyproject.org/contact-us/general)
21:59:35	101064/101064	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:35%20GMT	https://www.communitysafetyproject.org/contact-us/%22https://platform.twitter.com/widgets.js%22	./www.communitysafetyproject.org/contact-us/_https_/platform.twitter.com/widgets.21.delayed	(from https://www.communitysafetyproject.org/contact-us/general)
21:59:36	100765/100765	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:36%20GMT	https://www.communitysafetyproject.org/documents/POST	./www.communitysafetyproject.org/documents/POST.22.delayed	(from https://www.communitysafetyproject.org/documents/public-code-of-conduct)
21:59:38	115121/115121	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20May%202025%2004:59:37%20GMT	https://www.communitysafetyproject.org/dev-notes/dev-notes-september-16th-2024	./www.communitysafetyproject.org/dev-notes/dev-notes-september-16th-2024.html	(from https://www.communitysafetyproject.org/dev-notes)
21:59:38	100805/100805	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2004:59:38%20GMT	https://www.communitysafetyproject.org/dev-notes/POST	./www.communitysafetyproject.org/dev-notes/POST.24.delayed	(from https://www.communitysafetyproject.org/dev-notes/dev-notes-october-1st-2024)
